"","name_text6","state_text6","last_digit_text6"
"587","*Elk River, Village of","Idaho","124"
"588","*Empire Electric Company, Ltd I","Idaho","126"
"589","*Fall River Rural Electric Coop., Inc.","Idaho","126"
"590","Farmers Electric Company","Idaho","119"
"591","*Ferry Light and Power Company","Idaho","126"
"592","Grimes Pass Power Company","Idaho","119"
"593","*Harrison Light Works","Idaho","124"
"594","*Heyburn, Village of","Idaho","124"
"595","ciation, Inc","Idaho","126"
"596","*Idaho Falls, City of","Idaho","125"
"597","Idaho Power Company","Idaho","120"
"598","*Kootenai Rural Electrification Association, Inc","Idaho","127"
"599","*Lost River Electric Cooperative, Inc","Idaho","127"
"600","Mackay Light & Power Company, Ltd","Idaho","120"
"601","Meadows Light & Power Company","Idaho","120"
"602","•Minidoka, yillage of","Idaho","125"
"603","•Minidoka North Side Power Company","Idaho","127"
"604","Montana Power Company, The","Idaho","121"
"605","Mountain States Power Company","Idaho","121"
"606","Murray Water & Electric Light Utilities","Idaho","121"
"607","Association, Inc","Idaho","127"
"608","*North Heyburn Electric Company","Idaho","127"
"609","Paul Electric Company","Idaho","121"
"610","Pierce Light & Power Company","Idaho","121"
"611","*Plummer, Village of","Idaho","125"
"612","Potlatch Forests, Inc","Idaho","123"
"613","*Raft River Rural Electric Cooperative, Inc","Idaho","127"
"614","•Riverside Electric Company, Ltd I","Idaho","127"
"615","*Rupert, City of","Idaho","125"
"616","*Rural Electric Company, Ltd","Idaho","127"
"617","*Soda Springs, The City of","Idaho","125"
"618","*SouthSide Electric Lines, Inc","Idaho","127"
"619","Teton Valley Power & Milling Company","Idaho","121"
"620","*U. S. Bureau of Reclamation, Boise Project","Idaho","125"
"621","*U. S. Bureau of Reclamation, Minidoka Project-. I","Idaho","125"
"622","*Unity Light and Power Company","Idaho","127"
"623","Utah Power & Light Company","Idaho","122"
"624","*Walcott Electric Company","Idaho","127"
"625","Washington Water Power Company, The","Idaho","122"
"626","*Weiser City Water & Light Plant","Idaho","126"
"627","West Coast Power Company","Idaho","122"
"628","*West End Budge Power and Light Company, Ltd.","Idaho","127"
"629","*West End Power Company _""","Idaho","127"
"630","western States Utilities Company","Idaho","123"
"631","*Worley, Village of","Idaho","126"
"632","*Adams Electrical Cooperative","Illinois","153"
"633","Albany Lighting Co","Illinois","130"
"634","•Albany, Village of.","Illinois","144"
"635","*Altamont, City of","Illinois","144"
"636","*Armington Municipal Lighting System","Illinois","144"
"637","*Batavia, City of","Illinois","144"
"638","*Bethany Municipal Light Plant","Illinois","144"
"639","partment, City of","Illinois","145"
"640","*Breese Water and Light Department, City of","Illinois","145"
"641","Utility","Illinois","145"
"642","*Byron Municipal Power Plant","Illinois","145"
"643","""Carlyle Electric and Water Department","Illinois","145"
"644","""Carmi Water, Light, and Power","Illinois","145"
"645","Carnegie-Illinois Steel Corporation","Illinois","143"
"646","*Casey Light and Water Dept","Illinois","145"
"647","*Cave in Rock Municipal Light Plant","Illinois","146"
"648","Cedar Point Light and Water Company","Illinois","130"
"649","Central Illinois Electric and Gas Co","Illinois","130"
"650","Central Illinois Light Company","Illinois","130"
"651","Central Illinois Public Service Company","Illinois","131"
"652","Central Illinois Telephone Company","Illinois","133"
"653","•""Chicago, The Sanitary District of","Illinois","146"
"654","•Clinton County Electric Cooperative, Inc","Illinois","153"
"655","""Coles-Moultrie Electric Cooperative","Illinois","153"
"656","Consolidated Coal Company, The I","Illinois","143"
"657","Consol Power Co I","Illinois","134"
"658","*Corn Belt Electric Cooperative, Inc I","Illinois","153"
"659","""Cowden Municipal Light & Power Plant","Illinois","146"
"660","Davis, S. S","Illinois","134"
"661","*Decatur Water and Light Plant, City of","Illinois","146"
"662","East Dubuque Electric Company","Illinois","134"
"663","•Eastern Illinois Power Cooperative","Illinois","154"
"664","*Edgar Electric Cooperative Association","Illinois","154"
"665","E. G. Light Company","Illinois","138"
"666","*Egyptian Electric Cooperative Association","Illinois","154"
"667","Elizabeth Light and Power Company, The","Illinois","134"
"668","*Fairfield Light and Power Plant","Illinois","146"
"669","*Farmer City Water and Light Plant","Illinois","146"
"670","'Farmers Mutual Electric Company","Illinois","154"
"671","•Fithian Electric Light Co","Illinois","146"
"672","•Flora, City of","Illinois","147"
"673","*Freeburg Municipal Light Plant","Illinois","147"
"674","Utility I","Illinois","147"
"675","*Geneva, City of I","Illinois","147"
"676","Granite City Generating Company","Illinois","134"
"677","*Greenup, Village of","Illinois","147"
"678","*Hanover Municipal Light, Power & Water Service.","Illinois","147"
"679","Public Utilities","Illinois","147"
"680","""Highland Electric Light Plant","Illinois","148"
"681","*Hinsdale, Village of","Illinois","148"
"682","*Hopedale Municipal Lighting System","Illinois","148"
"683","*lllini Electric Cooperative, Inc","Illinois","154"
"684","Illinois Iowa Power Company","Illinois","135"
"685","Illinois Northern Utilities Company","Illinois","137"
"686","*Illinois Rural Electric Company","Illinois","154"
"687","*Illinois Valley Electric Cooperative, Inc","Illinois","154"
"688","Interstate Light & Power Co","Illinois","137"
"689","Iowa Union Electric Company","Illinois","138"
"690","Jacksonville Light and Power Department","Illinois","148"
"691","*Jo-Carroll Electric Cooperative, Inc","Illinois","154"
"692","•Kewaneo, City of","Illinois","148"
"693","Kewanee Public Service Company","Illinois","138"
"694","Laclede Power& Light Company","Illinois","138"
"695","*Ladd Electric Light System","Illinois","148"
"696","Main Bros. Box & Lumber Co","Illinois","143"
"697","•Marshall Municipal Light Plant, City of","Illinois","149"
"698","•Mascoutah Light and Power Plant","Illinois","149"
"699","•Mason City Water & Light Co.","Illinois","149"
"700","•McDonough Power Cooperative","Illinois","155"
"701","*McLeansboro, City of","Illinois","149"
"702","Medusa Portland Cement Company-.","Illinois","143"
"703","*Menard Electric Cooperative","Illinois","155"
"704","•Metropolis Water and Light Department","Illinois","149"
"705","•Minier Light & Power Department ..","Illinois","149"
"706","Mississippi River Power Company","Illinois","132"
"707","*M. J. M. Electric Cooperative, Inc","Illinois","155"
"708","Moline-Rock Island Manufacturing Company","Illinois","138"
"709","*Monroe County Electric Cooperative, Inc","Illinois","155"
"710","The","Illinois","139"
"711","•Mount Olive Municipal Light Plant","Illinois","149"
"712","*Naperville Electric Light Department","Illinois","150"
"713","Nauvoo Electric Light & Power Company","Illinois","139"
"714","N. O","Illinois","143"
"715","*Newton, City of","Illinois","150"
"716","*Norris Electric Cooperative","Illinois","155"
"717","North Counties Hydro-Electric Company","Illinois","139"
"718","Northern Indiana Power Company","Illinois","139"
"719","Northwestern Illinois Utilities","Illinois","139"
"720","*Ogden , Village of...","Illinois","150"
"721","*Oglesby Light & Power Department","Illinois","150"
"722","""Oquawka Municipal Light Plant","Illinois","150"
"723","*Patoka Municipal Light Plant","Illinois","150"
"724","Peabody Coal Company","Illinois","143"
"725","Peoples Power Company","Illinois","139"
"726","*Peru Water and Light Plant","Illinois","150"
"727","Pope-Hardin Power Company","Illinois","140"
"728","•Princeton, City of","Illinois","151"
"729","Produce Terminal Corporation","Illinois","143"
"730","Pubb'c Service Company of Northern Illinois","Illinois","140"
"731","*Rantoul, Village of","Illinois","151"
"732","•Red Bud Power, Light and Water Plant I","Illinois","151"
"733","•Riverton Electric Light Department I","Illinois","151"
"734","*Rochelle-Electric Light and Water Dept., City of.","Illinois","151"
"735","*Rock Falls, City of","Illinois","151"
"736","Rosiclare Lead and Fluorspar Mining Co","Illinois","144"
"737","*Rural Electric Convenience Cooperative","Illinois","155"
"738","*Saint Charles Municipal Light Plant","Illinois","151"
"739","*Salem Light & Power Plant","Illinois","152"
"740","*Sawyeryille, Village of","Illinois","152"
"741","*Shelby Electric Cooperative","Illinois","155"
"742","Sherrard Power System","Illinois","141"
"743","South Beloit Water, Gas and Electric Company","Illinois","142"
"744","*Southeastern Illinois Electric Cooperative, Inc","Illinois","155"
"745","'Southern Illinois Electric Cooperative","Illinois","156"
"746","*South Farmers Electric Line, The","Illinois","155"
"747","•Southwestern Electric Cooperative, Inc","Illinois","156"
"748","*Spoon River Electric Cooperative, Inc","Illinois","156"
"749","ment","Illinois","152"
"750","*Staunton, The City of","Illinois","152"
"751","*Stonington Light and Water Works Plant","Illinois","152"
"752","•Sullivan Municipal Light Plant","Illinois","152"
"753","Terre Haute and Western Railway Company","Illinois","144"
"754","Union Electric Company of Illinois","Illinois","142"
"755","*Waterloo Light and Power Department","Illinois","152"
"756","*Wayne-White Counties Electric Coop","Illinois","156"
"757","Illinois Electrical Coop","Illinois","156"
"758","Western United Gas and Electric Company","Illinois","142"
"759","*White City, Village of","Illinois","153"
"760","HVinnetka, Village of","Illinois","153"
"761","*Woodstock Municipal Light Plant","Illinois","153"
"762","Wyanet Electric Light Company","Illinois","143"
"763","Youngstown Sheet and Tube Company, The","Illinois","144"
"764","•Advance Municipal Light & Power Utility","Indiana","171"
"765","•Albion Water and Light Department","Indiana","171"
"766","Corporation","Indiana","184"
"767","*Anderson Municipal Light and Power","Indiana","171"
"768","*Argos Municipal Electric Light Plant","Indiana","171"
"769","'Auburn Electric Light and Water Department","Indiana","171"
"770","*Avilla Electric Light Plant","Indiana","172"
"771","*Bainbridge Municipal Electric Department","Indiana","172"
"772","*Bargersville Heat, Light & Power Company","Indiana","172"
"773","ship Corporation","Indiana","184"
"774","*Blountsville Municipal Light Company","Indiana","172"
"775","*Bluffton Municipal Light and Water Works","Indiana","172"
"776","Boehmer Electric Co","Indiana","158"
"777","Bonneyville Power & Elec. Co., Inc","Indiana","158"
"778","ration","Indiana","184"
"779","*Boonville, City of","Indiana","172"
"780","*Bremen Electric Light and Power Co","Indiana","172"
"781","*BrookIvn Utility Service Board","Indiana","172"
"782","*Brookston Municipal Light Company","Indiana","172"
"783","Brookville Electric Company","Indiana","158"
"784","Burger Light Plant","Indiana","159"
"785","poration","Indiana","184"
"786","Plant","Indiana","173"
"787","Central Indiana Power Company","Indiana","159"
"788","*Chalmers, Town of","Indiana","173"
"789","Chicago District Electric Generating Corporation..","Indiana","159"
"790","Citizens Heat, Light and Power Company","Indiana","159"
"791","ration","Indiana","184"
"792","•Clayton Municipal Lighting Company","Indiana","173"
"793","""Coatesville, Municipal Light Department, City of.","Indiana","173"
"794","""Columbia City Electric Light Department","Indiana","173"
"795","""Columbus, City of","Indiana","173"
"796","*Covington Light and Water Works","Indiana","173"
"797","""Crawfordsville Electric Light & Power Plant","Indiana","174"
"798","*Crothersville Water & Electric Department","Indiana","174"
"799","*Crown Point Water Works, The","Indiana","174"
"800","*Darlington Electric Light & Power Plant","Indiana","174"
"801","ship Corporation","Indiana","184"
"802","Davis Company, J. W","Indiana","170"
"803","poration","Indiana","185"
"804","*Decatur Electric Utility, City of","Indiana","174"
"805","*Dublin Municipal Electric Light Plant","Indiana","174"
"806","*Dunreith, Electric Light Department, Town of.","Indiana","175"
"807","*Edinburg Water and Light Plant","Indiana","175"
"808","Electric Service Company","Indiana","159"
"809","*Etna Green Electric Light Department, Town of_ I","Indiana","175"
"810","Evansville & Ohio Valley Railway Company, Inc__ I","Indiana","170"
"811","ship Corporation","Indiana","185"
"812","*Ferdinand Municipal Light Plant","Indiana","175"
"813","Works","Indiana","175"
"814","*Frankfort City Light and Power Plant","Indiana","175"
"815","*Frankton Water & Light Plant","Indiana","175"
"816","poration","Indiana","185"
"817","*Garrett Municipal Utilities I","Indiana","176"
"818","Gary Heat, Light & Water Company I","Indiana","160"
"819","*Gas City Light Department I","Indiana","176"
"820","*Goshen Light and Water Works","Indiana","176"
"821","*Greendale Water and Electric Department","Indiana","176"
"822","*Greenfield Municipal Light Department","Indiana","176"
"823","""Hagerstown Light Department","Indiana","176"
"824","poration","Indiana","185"
"825","poration","Indiana","185"
"826","Harrison Electric & Water Company, The","Indiana","160"
"827","Corporation","Indiana","185"
